Date,Time,Room Temperature,Room Setpoint,Heating Demand,Heating Power,Cooling Demand,Cooling Power,Current Outside Temperature,Outside Temperature External,Current Solar Power,Solar Power External,Supply Air Temp
16/11/2020,19:21:08,19.980999,21.000000,74.915710,725.503906,0.000000,0.000000,5.090000,5.090000,0.000000,0.000000,18.604347
16/11/2020,19:22:08,19.987658,21.000000,82.138268,795.063232,0.000000,0.000000,5.090000,5.090000,0.000000,0.000000,18.619905
16/11/2020,19:23:08,19.996319,21.000000,89.388847,864.202942,0.000000,0.000000,5.090000,5.090000,0.000000,0.000000,18.589018
16/11/2020,19:24:08,19.994387,21.000000,23.329836,225.605209,0.000000,0.000000,5.090000,5.090000,0.000000,0.000000,18.603729
16/11/2020,19:25:08,19.985956,21.000000,30.744579,297.415253,0.000000,0.000000,5.090000,5.090000,0.000000,0.000000,18.559034
16/11/2020,19:26:08,19.980059,21.000000,38.176319,369.670197,0.000000,0.000000,5.090000,5.090000,0.000000,0.000000,18.609722
16/11/2020,19:27:08,19.976381,21.000000,45.611359,441.486908,0.000000,0.000000,5.090000,5.090000,0.000000,0.000000,18.530067
16/11/2020,19:28:08,19.974972,21.000000,53.031029,513.681152,0.000000,0.000000,5.090000,-999.000000,0.000000,0.000000,18.624968
16/11/2020,19:29:08,19.975849,21.000000,60.539890,586.712646,0.000000,0.000000,5.090000,5.090000,0.000000,0.000000,18.676399
16/11/2020,19:30:08,19.978870,21.000000,67.875824,657.808289,0.000000,0.000000,5.090000,5.090000,0.000000,0.000000,18.676601
16/11/2020,19:31:08,19.983860,21.000000,75.148270,727.719666,0.000000,0.000000,5.090000,5.090000,0.000000,0.000000,18.634392
16/11/2020,19:32:08,20.011950,21.000000,0.000000,0.000000,0.000000,0.000000,5.090000,5.090000,0.000000,0.000000,18.670698
16/11/2020,19:33:08,19.997272,21.000000,21.355206,206.490219,0.000000,0.000000,5.090000,5.090000,0.000000,0.000000,18.599140
16/11/2020,19:34:09,19.989080,21.000000,28.863134,279.401489,0.000000,0.000000,5.090000,5.090000,0.000000,0.000000,18.627855
16/11/2020,19:35:08,19.983393,21.000000,36.265915,351.082703,0.000000,0.000000,5.090000,5.090000,0.000000,0.000000,18.578228
16/11/2020,19:36:09,19.980028,21.000000,43.668083,422.886871,0.000000,0.000000,5.090000,5.090000,0.000000,0.000000,18.586473
16/11/2020,19:37:09,19.978872,21.000000,51.053398,494.231079,0.000000,0.000000,5.090000,5.090000,0.000000,0.000000,18.552538
16/11/2020,19:38:08,19.979813,21.000000,58.283440,563.957397,0.000000,0.000000,5.090000,5.090000,0.000000,0.000000,18.552805
16/11/2020,19:39:08,19.982849,21.000000,65.587326,634.493286,0.000000,0.000000,5.090000,5.090000,0.000000,0.000000,18.578087
